4.75569237323725e-07,0,-4.21665760086398e-08,-0.00278287311084569,0,0.001
7.85042175266426e-07,0,1.25598830891249e-07,0.000445024925284088,-1.47856936248561e-14,0.011
3.16352213758364e-07,0,-5.15295027980756e-07,0.00198769732378423,-5.93823357456988e-14,0.021
6.48561524485558e-07,0,-1.5733065765744e-06,-0.000293091288767755,-2.60915421212982e-13,0.031
4.62632897324511e-07,0,-1.63160348165547e-06,-0.000624745560344309,-3.63180243257571e-13,0.041
5.0864838385678e-07,0,-1.27293651530636e-06,0.000550143828149885,-4.51213990216442e-13,0.051
5.22937455116335e-07,0,-1.22298115456942e-06,0.000816194515209645,-6.1856731759305e-13,0.061
5.20204082476994e-07,0,-9.6023688911373e-07,-0.00115393428131938,-7.8904450247913e-13,0.071
5.14779969762458e-07,0,-3.63374851986009e-07,-0.000183807307621464,-8.86595267687862e-13,0.0810000000000001
5.03249168559705e-07,0,7.2783791438269e-08,0.00039945452590473,-9.61238033614364e-13,0.0910000000000001
5.15389046995551e-07,0,1.87811025398332e-07,-0.000395586539525539,-1.02007150556277e-12,0.101
5.09315384533693e-07,0,5.00049338825193e-07,-0.000579391664359719,-1.06011477808005e-12,0.111
5.04503418596869e-07,0,8.19549882180581e-07,-1.97551180463051e-05,-1.09291276115947e-12,0.121
4.89879425913387e-07,0,8.69167308792385e-07,0.000128143714391626,-1.11887582532333e-12,0.131
4.92652702632768e-07,0,8.64719879700715e-07,-0.000505196512676775,-1.13578233189998e-12,0.141
4.97980067848403e-07,0,9.76858586909657e-07,-0.000235284023801796,-1.14940273011205e-12,0.151
4.79526647723105e-07,0,1.02562114534521e-06,8.43987363623455e-05,-1.16141981015144e-12,0.161
4.67464417397423e-07,0,9.1739497065646e-07,-6.47747219773009e-05,-1.16977944258218e-12,0.171
4.7438541628253e-07,0,8.6654142705811e-07,-0.000328836526023224,-1.17508357645041e-12,0.181
4.69258367274961e-07,0,8.71866689067247e-07,-5.28381242475007e-05,-1.17988594155322e-12,0.191
4.51793454203653e-07,0,7.99192662270798e-07,0.000109958557004575,-1.18389456224555e-12,0.201
4.45149538563783e-07,0,6.58691476473905e-07,-9.86818940873491e-06,-1.18622321167161e-12,0.211
4.40245287336438e-07,0,5.01965246257896e-07,4.62920215795748e-05,-1.18742472451916e-12,0.221
4.28238195127051e-07,0,3.20298255473972e-07,0.000154188222950324,-1.18790307451766e-12,0.231
4.19621727587582e-07,0,3.65382781808421e-08,0.000331799121340737,-1.18752685636381e-12,0.241
4.22498430907581e-07,0,-4.27705913352838e-07,0.000578172621317208,-1.18590781725963e-12,0.251
4.26845900847184e-07,0,-1.12789257400436e-06,0.000880298961419612,-1.18288733842731e-12,0.261
4.369634041268e-07,0,-2.09335553336132e-06,0.00122122245375067,-1.18057712043818e-12,0.271
4.54039422947972e-07,0,-3.32566446559213e-06,0.00158443709369749,-1.19179590241797e-12,0.281
4.79986113077757e-07,0,-4.80323433293961e-06,0.00195555202662945,-1.2640301132183e-12,0.291
5.16462876021251e-07,0,-6.48847208140069e-06,0.00232058227993548,-1.52907764575105e-12,0.301
5.6487095889679e-07,0,-8.33230023999931e-06,0.00266140000894666,-2.27744255745788e-12,0.311
6.26223254585057e-07,0,-1.02696067187935e-05,0.00297011388465762,-4.02818316896925e-12,0.321
7.01643841694022e-07,0,-1.22324927360751e-05,0.00324659701436758,-7.54592222040884e-12,0.331
7.92669197835494e-07,0,-1.41605005410383e-05,0.00347422738559544,-1.37696590241099e-11,0.341
9.0008035158462e-07,0,-1.59929750225274e-05,0.00364735955372453,-2.36511001755479e-11,0.351
1.02460739981325e-06,0,-1.76773173734546e-05,0.00377173093147576,-3.79664112648559e-11,0.361
1.16740784505964e-06,0,-1.91750368685462e-05,0.00385158858262002,-5.71760347400918e-11,0.371
1.32926720652904e-06,0,-2.04637763090432e-05,0.00388582400046289,-8.13595163462466e-11,0.381
1.51065648879012e-06,0,-2.15277214010712e-05,0.00387958181090653,-1.10228916272437e-10,0.391
1.71160490936018e-06,0,-2.23564238694962e-05,0.00383545504882932,-1.4318866925489e-10,0.401
1.93239293366787e-06,0,-2.29481465794379e-05,0.00375920487567782,-1.79432135816171e-10,0.411
2.17299111682223e-06,0,-2.33114187722094e-05,0.00365724554285407,-2.18038087584915e-10,0.421
2.43310751102399e-06,0,-2.34630169870798e-05,0.00353548279963434,-2.58060350866174e-10,0.431
2.7122064238938e-06,0,-2.34251328947721e-05,0.00339895999059081,-2.98600144610361e-10,0.441
3.00948704534676e-06,0,-2.3222961317515e-05,0.00324765942059457,-3.38855860038123e-10,0.451
3.32376907863363e-06,0,-2.28779590543127e-05,0.00308488309383392,-3.78149539459471e-10,0.461
